roc_auc,pr_auc,accuracy,precision,sensitivity,f1,balanced_accuracy,brier_score,model
0.7705227605555482,0.7379251918057935,0.7119589141599413,0.7323665128543178,0.6587607471093981,0.6936163571094116,0.7114256960416252,0.19391509064424842,DeepNeuralNetwork
0.770473233713464,0.7379833374506343,0.7125458547322083,0.7258785942492013,0.6735843462792767,0.6987544210364447,0.7121553340925726,0.19394747973430465,CatBoost
0.769531276243843,0.7382558910813379,0.7150403521643434,0.7299903567984571,0.673287874295879,0.7004935225169648,0.7146218569620011,0.19420133078367927,GradientBoosting
0.7692493177785169,0.73788975848942,0.7123991195891416,0.7273897650466689,0.6700266824785058,0.6975308641975309,0.7119744103850983,0.19423121780948868,HistGradientBoosting
0.7691999632037096,0.737348206690106,0.7123991195891416,0.7259354013431404,0.6729914023124814,0.6984615384615385,0.7120041264903487,0.1944887489080429,XGBoost
0.7681123106847227,0.7349631849957795,0.7122523844460749,0.7259923175416133,0.6723984583456863,0.6981683854086501,0.711852918888125,0.19481515793158458,LightGBM
0.7653624942785732,0.7332581519729432,0.700953778429934,0.7637297510865271,0.5730803439075007,0.6548102981029811,0.6996720720118561,0.19862096396627407,AdaBoost
0.7256141457618891,0.6925119075500368,0.6705796038151137,0.6670616113744076,0.6676549066113252,0.6673581271299451,0.6705502888663831,0.22234778050701584,RandomForest
0.7089667098655574,0.6769079717962874,0.6626559060895084,0.6570175438596492,0.6661725466943373,0.661563374061534,0.6626911542303762,0.23696532281731472,ExtraTrees
